6822	0.0	▁`
22606	0.0	▁réalisateur
33556	0.0	▁pelliculé
40358	0.0	Ó
32644	0.0	Í
49068	0.0	Þ
49094	0.0	Ý
19112	0.0	▁Ø
32640	0.0	▁appuyez
34518	0.0	Véhicule
4366	0.0	▁Veuillez
15028	0.0	▁Montant
35703	0.0	autorise
15821	0.0	Please
38892	0.0	▁désactiver
43114	0.0	▁culminant
27115	0.0	▁prorogé
47895	0.0	▁Adjoint
9287	0.0	▁??
42681	0.0	ONF
8113	0.0	▁Client
16954	6.655875274222062e-08	▁canada
23675	6.655875274222062e-08	▁frapper
31762	6.655875274222062e-08	▁Coordonnées
45395	6.655875274222062e-08	▁hurle
44413	6.655875274222062e-08	▁heurter
48950	6.655875274222062e-08	ė
41558	6.655875274222062e-08	▁Colonne
36645	6.655875274222062e-08	Á
47721	6.655875274222062e-08	▁peluche
47950	6.655875274222062e-08	Ú
47651	6.655875274222062e-08	▁divertir
41025	6.655875274222062e-08	▁souscription
47441	6.655875274222062e-08	▁inaugure
44494	6.655875274222062e-08	Ñ
25643	6.655875274222062e-08	▁détendre
2103	6.655875274222062e-08	▁read
48715	1.3311750548444124e-07	▁actuariel
25794	1.3311750548444124e-07	▁plafonds
41502	1.3311750548444124e-07	▁primé
48162	1.3311750548444124e-07	▁gonfle
35633	1.3311750548444124e-07	▁fric
45397	1.3311750548444124e-07	▁bambou
27644	1.3311750548444124e-07	▁Taxi
34177	1.3311750548444124e-07	▁inconditionnel
40332	1.3311750548444124e-07	▁cuillère
20355	1.3311750548444124e-07	▁naval
39711	1.3311750548444124e-07	▁gabarit
41511	1.3311750548444124e-07	ordonnateur
12553	1.3311750548444124e-07	▁câble
19145	1.3311750548444124e-07	▁remorque
34583	1.3311750548444124e-07	▁plafonn
43597	1.3311750548444124e-07	▁arbitrairement
36572	1.3311750548444124e-07	▁fixent
32280	1.3311750548444124e-07	▁ordonne
15869	1.3311750548444124e-07	▁emballage
30841	1.9967625822666186e-07	▁pleurer
30140	1.9967625822666186e-07	▁Simpson
13161	1.9967625822666186e-07	▁chargement
27985	1.9967625822666186e-07	▁Allocation
42852	1.9967625822666186e-07	▁reparti
19414	1.9967625822666186e-07	▁privilèges
12193	1.9967625822666186e-07	▁garanti
32016	1.9967625822666186e-07	▁spécifiée
46050	1.9967625822666186e-07	▁grossier
6861	1.9967625822666186e-07	▁phrase
21518	1.9967625822666186e-07	▁Graphique
10828	1.9967625822666186e-07	▁WP
35084	1.9967625822666186e-07	▁Matières
35576	1.9967625822666186e-07	▁Confidentialité
36374	1.9967625822666186e-07	archive
29994	1.9967625822666186e-07	accroche
47349	1.9967625822666186e-07	▁apaiser
15203	2.662350109688825e-07	▁masturbation
20679	2.662350109688825e-07	▁disposé
42494	2.662350109688825e-07	▁engageant
40304	2.662350109688825e-07	▁tendu
8960	2.662350109688825e-07	▁quotas
38663	2.662350109688825e-07	▁Indicateur
47722	2.662350109688825e-07	▁Critère
33542	2.662350109688825e-07	▁Témoin
35292	2.662350109688825e-07	▁Spécialiste
32905	2.662350109688825e-07	▁ingénieur
31675	2.662350109688825e-07	▁réacteur
9507	2.662350109688825e-07	down
19195	2.662350109688825e-07	▁RBC
33771	2.662350109688825e-07	▁aspire
16121	2.662350109688825e-07	▁Instant
9025	2.662350109688825e-07	▁Produit
34469	2.662350109688825e-07	▁poêle
19730	3.3279376371110305e-07	▁renvoie
22785	3.3279376371110305e-07	▁barres
23200	3.3279376371110305e-07	▁Argent
23412	3.3279376371110305e-07	▁reporté
27105	3.3279376371110305e-07	▁déroulent
20218	3.3279376371110305e-07	▁Rain
23033	3.3279376371110305e-07	▁Bala
19022	3.3279376371110305e-07	▁administrateur
22991	3.3279376371110305e-07	▁nominale
41432	3.3279376371110305e-07	▁Pét
44788	3.3279376371110305e-07	▁serrage
36941	3.3279376371110305e-07	▁traducteurs
21531	3.3279376371110305e-07	emprisonnement
13239	3.3279376371110305e-07	▁boss
36474	3.3279376371110305e-07	▁Capsule
9552	3.3279376371110305e-07	▁commandant
34940	3.3279376371110305e-07	▁turbulence
38578	3.3279376371110305e-07	▁convivial
34373	3.3279376371110305e-07	▁connecteur
15584	3.3279376371110305e-07	??
6897	3.3279376371110305e-07	▁copie
27968	3.993525164533237e-07	donné
13082	3.993525164533237e-07	▁Frais
22191	3.993525164533237e-07	▁zoom
42415	3.993525164533237e-07	olet
33449	3.993525164533237e-07	▁Norme
40084	3.993525164533237e-07	Ï
12477	3.993525164533237e-07	▁Juste
32772	3.993525164533237e-07	▁exclusives
15998	3.993525164533237e-07	▁abolition
21953	3.993525164533237e-07	▁attaché
47020	3.993525164533237e-07	▁Arbre
27837	3.993525164533237e-07	▁cartouche
14026	3.993525164533237e-07	▁paie
8218	3.993525164533237e-07	▁Assistant
16636	3.993525164533237e-07	▁franchise
19383	3.993525164533237e-07	▁Porte
37523	3.993525164533237e-07	▁pompiers
34541	3.993525164533237e-07	▁excédentaires
45133	3.993525164533237e-07	▁Ordinateur
17806	3.993525164533237e-07	▁CIC
42635	4.659112691955443e-07	▁explicative
45814	4.659112691955443e-07	▁captage
37069	4.659112691955443e-07	▁habitude
13362	4.659112691955443e-07	▁Style
19448	4.659112691955443e-07	▁averti
44665	4.659112691955443e-07	▁Scr
34587	4.659112691955443e-07	▁bobine
40967	4.659112691955443e-07	▁étiqueté
17792	4.659112691955443e-07	▁Formulaire
15138	4.659112691955443e-07	È
32167	4.659112691955443e-07	▁Prestations
33173	4.659112691955443e-07	couple
38792	4.659112691955443e-07	▁timide
19405	4.659112691955443e-07	▁Feuille
29573	4.659112691955443e-07	▁Pain
33505	4.659112691955443e-07	▁éprouve
12021	5.324700219377649e-07	▁3.5
15992	5.324700219377649e-07	▁agréé
22057	5.324700219377649e-07	▁traverser
23870	5.324700219377649e-07	▁annoncer
40385	5.324700219377649e-07	équilibrage
36096	5.324700219377649e-07	▁télématique
18468	5.324700219377649e-07	Ê
36377	5.324700219377649e-07	▁Claus
22977	5.324700219377649e-07	▁cassé
7755	5.324700219377649e-07	▁Siège
27541	5.324700219377649e-07	pièce
45342	5.324700219377649e-07	▁Réservoir
29059	5.324700219377649e-07	▁Moyenne
29606	5.324700219377649e-07	▁Huile
23482	5.990287746799855e-07	▁Hub
40706	5.990287746799855e-07	▁constitutif
14632	5.990287746799855e-07	▁foule
28990	5.990287746799855e-07	▁Propriété
21878	5.990287746799855e-07	▁Puissance
7958	5.990287746799855e-07	▁Chef
10093	5.990287746799855e-07	▁bulletin
14579	5.990287746799855e-07	▁bail
41542	5.990287746799855e-07	▁sachet
1538	5.990287746799855e-07	▁Date
42135	5.990287746799855e-07	▁propager
24240	5.990287746799855e-07	USE
4849	5.990287746799855e-07	▁rapporteur
