8608	1.339478054962669e-07	▁câble
17733	1.339478054962669e-07	▁emballage
1905	2.0092170824440038e-07	▁AAA
12048	2.678956109925338e-07	▁connecteur
2795	3.348695137406673e-07	▁administrateur
9128	4.018434164888007e-07	▁cartouche
6714	6.027651247332011e-07	▁bail
27858	8.036868329776014e-07	▁jalousie
34015	8.036868329776014e-07	▁NY
42690	8.036868329776014e-07	▁Rid
20386	8.036868329776014e-07	▁extrémité
18052	9.376346384738683e-07	enclave
26926	1.004608541222002e-06	▁Intelligence
2306	1.0715824439701352e-06	accouplement
30570	1.1385563467182687e-06	▁Management
6129	1.2055302494664025e-06	▁audition
5941	1.2055302494664025e-06	▁attaque
16741	1.2725041522145356e-06	▁dureté
4565	1.339478054962669e-06	▁antenne
42117	1.4064519577108026e-06	▁Résolution
9265	1.4064519577108026e-06	▁cauchemar
24638	1.4064519577108026e-06	▁honteux
18148	1.4064519577108026e-06	▁endroit
3466	1.473425860458936e-06	▁aire
11982	1.473425860458936e-06	▁congestion
7981	1.473425860458936e-06	▁bouchon
49104	1.5403997632070697e-06	▁traçabilité
42642	1.5403997632070697e-06	▁rhume
7948	1.6073736659552028e-06	▁bosse
24908	1.6743475687033363e-06	▁humeur
9594	1.6743475687033363e-06	▁cétone
11917	1.6743475687033363e-06	confirm
37004	1.74132147145147e-06	▁Photos
11449	1.8082953741996032e-06	▁compétitive
23122	1.94224317969587e-06	▁gonflement
20421	1.94224317969587e-06	▁fabricant
21956	2.076190985192137e-06	▁fournitures
25066	2.076190985192137e-06	▁IA
40606	2.1431648879402704e-06	▁Recensement
20122	2.3440865961846708e-06	▁expérimenté
5921	2.3440865961846708e-06	▁attachement
18849	2.4110604989328045e-06	▁équipement
43098	2.478034401680938e-06	▁Rouge
11828	2.545008304429071e-06	▁conducteur
30018	2.611982207177205e-06	▁lot
22710	2.611982207177205e-06	▁générique
18510	2.678956109925338e-06	entonnoir
21400	2.678956109925338e-06	▁flanc
24984	2.678956109925338e-06	hydraté
43210	2.7459300126734715e-06	rud
8954	2.8129039154216053e-06	▁capteur
23852	3.1477734291622723e-06	▁Han
22470	3.2147473319104056e-06	▁gants
37579	3.2147473319104056e-06	▁Poids
10989	3.2817212346585398e-06	▁Colon
9696	3.2817212346585398e-06	▁champignon
6122	3.415669040154806e-06	▁Audit
47675	3.415669040154806e-06	▁talon
20155	3.415669040154806e-06	▁explication
3069	3.48264294290294e-06	▁afférent
3322	3.48264294290294e-06	agrégat
39201	3.48264294290294e-06	▁Promotion
23115	3.48264294290294e-06	▁gomme
9158	3.6165907483992063e-06	▁casque
37134	3.6165907483992063e-06	▁pile
11890	3.6165907483992063e-06	▁confidentialité
3302	3.68356465114734e-06	agrafe
48753	3.68356465114734e-06	▁Tissu
11338	3.68356465114734e-06	COMP
21044	3.68356465114734e-06	▁fibromyalgie
51820	3.7505385538954734e-06	▁vomi
6649	3.817512456643607e-06	back
17542	3.88448635939174e-06	▁électrodes
8032	3.88448635939174e-06	▁bourse
4617	3.951460262139874e-06	▁antioxydant
38265	3.951460262139874e-06	▁Précision
11599	4.018434164888008e-06	▁comprimé
11679	4.085408067636141e-06	▁concentré
16428	4.085408067636141e-06	▁Dossier
17696	4.152381970384274e-06	élu
8286	4.219355873132408e-06	▁broche
39767	4.219355873132408e-06	▁QR
4201	4.286329775880541e-06	▁analogique
18647	4.353303678628674e-06	▁Environnement
6012	4.420277581376808e-06	▁atténuer
35027	4.420277581376808e-06	▁oreille
49989	4.420277581376808e-06	uche
12241	4.420277581376808e-06	▁consomm
23867	4.420277581376808e-06	▁Handicap
48391	4.554225386873075e-06	thèque
13085	4.621199289621208e-06	▁coupe
16340	4.621199289621208e-06	▁dommage
5731	4.621199289621208e-06	▁assurance
3402	4.621199289621208e-06	▁aiguille
46349	4.822120997865609e-06	▁Statistiques
13528	4.889094900613742e-06	CRP
33653	4.889094900613742e-06	▁Nom
21805	4.956068803361876e-06	▁format
14860	4.956068803361876e-06	▁déploiement
6380	5.023042706110009e-06	▁Av
12681	5.090016608858142e-06	▁conventionnel
22755	5.090016608858142e-06	▁genoux
10523	5.156990511606276e-06	▁Classe
12991	5.22396441435441e-06	▁côte
13144	5.22396441435441e-06	▁course
22740	5.290938317102543e-06	▁génie
35577	5.357912219850676e-06	▁PA
6420	5.42488612259881e-06	▁avantage
12998	5.42488612259881e-06	▁côtes
13791	5.491860025346943e-06	▁Cycl
21843	5.558833928095076e-06	▁formulaire
2566	5.6258078308432105e-06	▁activé
3203	5.8267295390876105e-06	▁Age
37796	5.8267295390876105e-06	▁Population
10812	5.8267295390876105e-06	▁codé
25718	5.893703441835744e-06	▁impliqué
14438	5.960677344583877e-06	▁définitif
18972	5.960677344583877e-06	▁Erreur
11546	6.027651247332011e-06	▁composant
44189	6.094625150080145e-06	▁Sélection
10023	6.161599052828278e-06	chev
34115	6.228572955576411e-06	Observ
5845	6.228572955576411e-06	ATI
12385	6.228572955576411e-06	▁Conta
2164	6.2955468583245445e-06	▁acceptable
24948	6.2955468583245445e-06	▁Huntington
21392	6.2955468583245445e-06	▁flambée
48652	6.429494663820811e-06	▁tige
42031	6.429494663820811e-06	▁réserves
18229	6.496468566568945e-06	▁engagement
12198	6.563442469317079e-06	▁considération
9405	6.563442469317079e-06	▁Cell
23814	6.697390274813345e-06	▁hall
47299	6.764364177561479e-06	▁susceptible
18994	6.764364177561479e-06	▁éruption
32361	6.831338080309612e-06	▁Monitor
51535	6.831338080309612e-06	▁Vir
5759	6.831338080309612e-06	AST
